nombre_de_usuario,genero,edad,pais,tipo_de_subscripcion,tiempo_de_escucha,canciones_escuchadas_por_dia,omision,tipo_de_dispositivo,anuncios_escuchados_por_semana,escucha_sin_conexion,cancelado
5791,otro,31,canada,estudiante,227,50,0.47,web,0,1,1
5792,otro,52,india,pago,163,87,0.45,computador,0,1,0
5793,femenino,49,australia,estudiante,195,60,0.33,web,0,1,0
5794,femenino,25,alemania,pago,270,35,0.32,computador,0,1,0
5795,otro,36,francia,pago,99,38,0.56,celular,0,1,0
5796,femenino,50,estados unidos,gratis,154,39,0.25,computador,8,0,0
5797,femenino,37,alemania,pago,154,29,0.58,computador,0,1,0
5798,otro,38,alemania,familiar,278,3,0.25,web,0,1,0
5799,masculino,23,alemania,estudiante,62,86,0.5,web,0,1,1
5800,masculino,56,india,pago,217,34,0.15,computador,0,1,0
5801,masculino,41,alemania,estudiante,154,66,0.59,web,0,1,1
5802,masculino,59,francia,estudiante,116,90,0.14,celular,0,1,0
5803,otro,16,reino unido,pago,79,61,0.48,celular,0,1,0
5804,femenino,21,reino unido,estudiante,206,30,0.38,computador,0,1,0
5805,otro,22,francia,familiar,53,51,0.44,celular,0,1,0
5806,masculino,58,estados unidos,pago,43,18,0.15,web,0,1,1
5807,otro,28,francia,estudiante,145,90,0.28,computador,0,1,0
5808,femenino,16,canada,familiar,57,74,0.51,web,0,1,0
5809,masculino,25,francia,estudiante,149,92,0.33,computador,0,1,1
5810,femenino,54,pakistan,pago,85,19,0.34,web,0,1,0
5811,masculino,17,canada,familiar,70,5,0.6,celular,0,1,0
5812,otro,34,australia,gratis,135,31,0.2,celular,46,0,0
5813,masculino,38,estados unidos,pago,204,16,0.53,computador,0,1,1
5814,otro,29,australia,gratis,154,96,0.18,web,17,0,1
5815,masculino,26,india,estudiante,238,1,0.05,celular,0,1,0
5816,masculino,52,reino unido,estudiante,154,54,0.19,computador,0,1,0
5817,masculino,24,pakistan,pago,136,50,0.4,computador,6,0,0
5818,femenino,20,canada,familiar,74,10,0.09,celular,0,1,1
5819,otro,56,pakistan,gratis,232,63,0.01,celular,35,0,0
5820,masculino,34,reino unido,pago,154,41,0.04,web,0,1,0
5821,femenino,50,canada,gratis,297,44,0.34,computador,26,0,1
5822,femenino,36,francia,familiar,19,81,0.52,celular,0,1,0
5823,femenino,56,francia,gratis,264,28,0.34,celular,8,0,0
5824,otro,22,alemania,familiar,203,92,0.35,celular,0,1,0
5826,masculino,41,australia,pago,272,3,0.47,computador,0,1,0
5827,masculino,52,india,estudiante,299,50,0.59,computador,0,1,0
5828,otro,35,francia,familiar,249,64,0.56,web,0,1,0
5829,otro,39,francia,estudiante,201,60,auto%#,web,0,1,1
5830,masculino,40,india,pago,103,85,0.38,celular,33,0,1
5831,otro,24,reino unido,gratis,226,98,0.1,web,20,0,0
5832,masculino,44,australia,familiar,137,38,0.2,computador,0,1,0
5833,masculino,54,australia,pago,43,26,0.59,celular,0,1,1
5834,otro,46,pakistan,familiar,81,38,auto%#,celular,0,1,0
5835,masculino,21,pakistan,pago,137,75,0.05,celular,0,1,0
5836,masculino,20,india,pago,154,79,0.07,computador,0,1,0
5838,otro,46,francia,familiar,32,29,0.19,computador,0,1,0
5839,otro,25,reino unido,gratis,36,50,0.5,celular,11,0,0
5840,otro,34,australia,gratis,262,17,0.18,computador,27,0,0
5841,masculino,36,reino unido,gratis,54,37,0.52,celular,27,0,0
5842,masculino,37,estados unidos,estudiante,52,41,0.28,celular,0,1,0
5843,femenino,31,australia,gratis,145,7,0.01,web,41,0,0
5844,otro,17,alemania,pago,32,71,0.27,computador,0,1,0
5845,masculino,58,alemania,familiar,295,12,0.49,web,0,1,0
5846,femenino,18,australia,pago,139,55,0.44,celular,0,1,0
5847,femenino,57,australia,pago,125,60,0.26,web,0,1,1
5848,masculino,31,australia,gratis,151,46,0.6,computador,18,0,0
5849,femenino,43,india,estudiante,275,38,0.59,web,0,1,0
5850,femenino,37,estados unidos,familiar,204,59,0.39,celular,0,1,1
5851,otro,27,india,familiar,234,56,0.15,web,0,1,0
5852,masculino,30,australia,familiar,267,45,0.17,celular,0,1,1
5853,masculino,51,india,gratis,263,83,0.03,computador,42,0,1
5854,masculino,30,australia,familiar,78,65,0.08,computador,0,1,1
5855,masculino,37,estados unidos,estudiante,199,55,auto%#,celular,0,1,0
5856,otro,23,estados unidos,gratis,103,10,0.58,computador,38,0,0
5857,masculino,32,india,pago,154,62,0.59,computador,0,1,1
5858,otro,50,canada,pago,25,28,0.11,celular,0,1,0
5859,femenino,37,australia,estudiante,154,84,0.02,web,0,1,0
5860,otro,37,india,pago,244,13,0.31,celular,0,1,0
5861,femenino,38,canada,gratis,55,50,0.18,celular,49,0,0
5862,masculino,24,canada,pago,141,56,0.43,computador,0,1,0
5863,masculino,42,reino unido,pago,133,3,0.1,web,0,1,0
5864,masculino,37,canada,familiar,166,50,0.17,computador,0,1,0
5865,femenino,44,francia,gratis,113,14,0.57,computador,26,0,0
5866,otro,18,reino unido,estudiante,113,5,0.27,web,0,1,1
5867,otro,41,estados unidos,familiar,147,59,0.36,computador,0,1,1
5868,masculino,16,canada,pago,203,38,0.35,web,0,1,0
5869,femenino,49,australia,estudiante,188,45,0.31,celular,0,1,0
5870,femenino,31,reino unido,familiar,131,76,0.58,web,0,1,0
5871,masculino,23,canada,familiar,78,48,0.43,computador,0,1,0
5872,masculino,54,india,estudiante,243,50,0.51,celular,0,1,0
5873,otro,35,india,familiar,230,60,0.09,celular,0,1,1
5874,masculino,38,india,pago,127,60,0.07,web,0,1,0
5875,masculino,21,francia,pago,210,29,0.35,web,0,1,0
5876,otro,59,pakistan,gratis,32,88,0.12,web,17,0,0
5877,otro,39,reino unido,pago,44,54,0.52,celular,0,1,0
5878,femenino,23,pakistan,familiar,238,91,0.2,celular,0,1,0
5879,otro,16,canada,estudiante,171,7,0.27,celular,0,1,1
5880,masculino,57,alemania,gratis,79,12,0.08,web,47,0,0
5881,femenino,52,francia,familiar,154,13,0.03,computador,0,1,0
5882,masculino,38,reino unido,pago,273,3,0.22,celular,0,1,0
5883,masculino,42,canada,familiar,35,50,0.06,celular,0,1,1
5884,femenino,25,francia,gratis,16,83,0.35,celular,24,0,0
5885,masculino,38,estados unidos,pago,89,54,0.28,celular,0,1,0
5886,masculino,25,francia,familiar,220,64,0.57,computador,0,1,0
5887,masculino,47,canada,pago,129,85,0.27,celular,0,1,0
5888,femenino,38,australia,familiar,185,2,0.05,celular,0,1,0
5889,masculino,32,pakistan,familiar,286,39,0.01,celular,0,1,0
5890,masculino,58,reino unido,estudiante,83,8,0.09,computador,0,1,0
5891,femenino,27,francia,familiar,242,1,0.0,computador,0,1,1
5892,masculino,58,estados unidos,estudiante,134,67,0.27,web,0,1,0
5893,femenino,57,australia,familiar,180,45,0.54,web,0,1,0
5894,femenino,39,canada,familiar,206,50,0.54,web,0,1,0
5895,femenino,55,canada,estudiante,97,25,0.39,computador,0,1,0
5896,masculino,21,australia,gratis,236,88,0.27,celular,27,0,0
5897,masculino,18,pakistan,pago,226,7,0.32,web,0,1,0
5899,masculino,36,pakistan,pago,270,73,0.42,computador,0,1,1
5900,femenino,50,alemania,gratis,128,9,0.26,computador,35,0,0
5901,otro,26,pakistan,pago,171,50,0.21,celular,40,0,0
5902,femenino,28,estados unidos,estudiante,299,96,auto%#,computador,0,1,1
5903,masculino,45,francia,gratis,227,14,0.28,computador,17,0,1
5904,masculino,47,estados unidos,familiar,165,22,0.14,celular,0,1,0
5905,masculino,36,alemania,pago,22,50,0.33,celular,0,1,0
5906,masculino,41,alemania,familiar,118,94,0.53,computador,0,1,1
5907,otro,53,india,gratis,221,50,0.36,celular,5,0,0
5908,femenino,50,alemania,gratis,94,64,0.49,computador,47,0,1
5909,masculino,25,estados unidos,pago,165,60,0.58,celular,0,1,0
5910,masculino,40,reino unido,gratis,239,57,0.53,celular,29,0,0
5911,otro,33,reino unido,pago,146,25,0.43,computador,0,1,0
5912,otro,19,francia,pago,118,87,0.46,computador,0,1,0
5913,otro,36,estados unidos,estudiante,128,50,0.6,computador,0,1,0
5914,femenino,28,alemania,familiar,251,38,0.1,celular,0,1,0
5915,masculino,50,estados unidos,familiar,228,33,0.07,computador,0,1,1
5916,femenino,38,francia,pago,222,62,0.31,computador,0,1,0
5918,masculino,18,canada,familiar,203,12,0.24,celular,0,1,1
5919,femenino,28,canada,familiar,292,28,0.08,computador,0,1,0
5920,femenino,47,canada,estudiante,235,10,0.1,celular,0,1,0
5921,otro,38,australia,pago,69,32,0.29,computador,0,1,0
5922,masculino,48,india,estudiante,137,43,0.24,web,0,1,1
5923,otro,43,francia,familiar,59,65,0.28,computador,0,1,0
5924,masculino,38,canada,pago,233,76,0.55,computador,33,0,1
5925,otro,33,estados unidos,pago,154,77,0.37,computador,0,1,0
5926,femenino,55,australia,familiar,213,36,0.46,web,0,1,0
5927,femenino,46,francia,familiar,139,44,0.21,celular,0,1,0
5928,masculino,45,alemania,gratis,53,18,0.38,celular,22,0,0
5929,femenino,51,reino unido,estudiante,268,9,0.3,computador,0,1,0
5930,femenino,20,francia,gratis,74,10,0.27,celular,25,0,0
5931,masculino,30,australia,gratis,51,93,0.2,celular,45,0,0
5932,masculino,58,australia,pago,222,68,0.26,computador,0,1,1
5933,masculino,51,india,estudiante,144,59,0.16,celular,0,1,0
5934,otro,37,australia,gratis,180,11,0.34,web,9,0,0
5935,femenino,16,estados unidos,pago,62,53,0.53,computador,0,1,0
5936,femenino,36,australia,estudiante,70,61,0.29,celular,0,1,0
5937,femenino,19,pakistan,familiar,165,12,0.48,computador,0,1,0
5938,otro,38,reino unido,pago,229,54,0.26,celular,0,1,0
5940,masculino,56,australia,estudiante,154,83,0.01,web,0,1,0
5941,femenino,40,australia,pago,152,8,0.09,web,0,1,1
5942,otro,58,estados unidos,gratis,214,80,0.21,computador,47,0,1
5943,femenino,48,canada,estudiante,286,61,0.08,celular,0,1,1
5944,femenino,42,francia,pago,188,35,0.15,computador,0,1,0
5945,femenino,43,australia,estudiante,29,5,0.25,computador,0,1,0
5946,masculino,20,estados unidos,familiar,161,59,auto%#,celular,0,1,0
5947,masculino,39,india,estudiante,123,6,0.53,celular,0,1,0
5948,masculino,53,estados unidos,estudiante,154,6,0.53,computador,0,1,0
5949,femenino,34,india,estudiante,99,60,0.19,computador,0,1,1
5950,femenino,59,francia,estudiante,270,89,0.23,computador,0,1,1
5952,masculino,54,australia,familiar,129,54,0.26,computador,0,1,0
5953,masculino,22,estados unidos,gratis,145,21,0.44,computador,26,0,0
5954,femenino,52,alemania,gratis,248,66,0.02,computador,5,0,1
5956,otro,30,canada,familiar,154,81,0.26,computador,0,1,0
5957,otro,25,australia,estudiante,208,70,0.09,web,0,1,0
5959,masculino,51,pakistan,pago,13,93,0.02,computador,0,1,0
5960,masculino,23,australia,pago,49,33,0.28,computador,0,1,0
5961,otro,43,australia,gratis,241,38,0.24,computador,15,1,0
5963,masculino,58,canada,familiar,141,84,0.27,computador,0,1,0
5964,femenino,49,alemania,gratis,287,52,0.27,celular,34,0,0
5965,otro,34,canada,estudiante,25,50,0.45,web,0,1,0
5966,otro,59,pakistan,pago,135,99,0.57,computador,0,1,1
5967,femenino,28,india,familiar,146,88,0.35,web,0,1,1
5968,femenino,31,alemania,pago,94,97,0.04,computador,0,1,0
5969,otro,43,australia,pago,227,37,0.13,computador,0,1,0
5970,masculino,24,india,gratis,255,45,0.05,celular,40,0,0
5971,otro,55,alemania,familiar,191,88,0.12,web,0,1,0
5972,femenino,37,pakistan,gratis,239,39,0.22,celular,46,0,1
5973,femenino,42,australia,estudiante,205,13,0.34,web,0,1,1
5974,masculino,38,canada,estudiante,110,96,0.41,web,0,1,1
5975,otro,25,reino unido,pago,154,37,0.1,web,0,1,1
5976,otro,38,india,gratis,86,59,0.52,computador,8,0,0
5977,masculino,56,reino unido,pago,110,94,0.33,web,0,1,0
5978,femenino,54,francia,familiar,49,25,0.01,web,0,1,1
5979,masculino,56,canada,estudiante,75,68,0.44,celular,0,1,1
5980,otro,46,australia,pago,173,44,0.57,web,0,1,0
5981,masculino,55,francia,pago,94,72,0.29,computador,0,1,0
5982,femenino,55,australia,estudiante,279,24,0.23,computador,0,1,1
5983,masculino,38,india,gratis,226,80,0.43,computador,37,0,0
5984,femenino,49,australia,gratis,210,11,0.07,celular,8,0,0
5985,masculino,24,francia,pago,256,11,0.3,computador,0,1,0
5987,masculino,25,alemania,gratis,249,33,0.07,web,18,0,0
5988,femenino,56,australia,gratis,184,19,0.1,computador,27,0,0
5989,masculino,54,francia,pago,224,60,0.4,computador,0,1,0
5990,otro,46,india,pago,206,23,0.49,computador,0,1,0
5991,masculino,22,alemania,estudiante,118,74,0.48,web,0,1,0
5992,masculino,55,reino unido,pago,63,46,0.53,celular,0,1,1
5993,masculino,40,india,familiar,110,50,0.34,web,0,1,0
5994,femenino,17,australia,gratis,209,49,0.51,web,15,0,0
5995,otro,49,canada,familiar,168,87,0.48,web,0,1,0
5996,femenino,38,pakistan,pago,85,75,0.52,web,0,1,1
5997,femenino,25,australia,pago,26,88,0.11,computador,0,1,0
5998,masculino,57,reino unido,gratis,213,85,0.05,computador,15,0,0
5999,otro,28,estados unidos,gratis,45,62,0.54,web,24,0,1
6000,femenino,21,francia,familiar,93,31,0.37,computador,0,1,0
6001,femenino,53,australia,gratis,96,10,0.59,celular,15,0,1
6002,masculino,32,alemania,estudiante,233,57,0.34,celular,0,1,1
6003,masculino,28,reino unido,gratis,61,31,0.57,celular,48,0,1
6004,masculino,16,canada,estudiante,206,58,0.29,computador,0,1,0
6005,femenino,41,canada,gratis,151,3,0.32,celular,10,0,0
6006,otro,45,alemania,pago,196,42,0.13,computador,0,1,0
6007,otro,54,pakistan,familiar,154,1,auto%#,computador,0,1,0
6009,otro,46,pakistan,familiar,14,23,0.19,computador,0,1,0
6010,otro,34,alemania,gratis,221,71,0.16,celular,13,0,1
6011,otro,44,francia,gratis,157,15,0.01,web,18,0,0
6012,otro,18,estados unidos,gratis,154,19,0.58,computador,40,0,1
6013,otro,47,australia,pago,233,32,0.11,celular,0,1,0
6014,otro,48,canada,familiar,19,47,0.43,celular,0,1,1
6015,masculino,56,reino unido,familiar,159,21,0.17,celular,0,1,0
6016,femenino,40,estados unidos,familiar,167,60,0.37,celular,0,1,1
6017,masculino,55,reino unido,estudiante,84,46,0.21,web,0,1,0
6018,otro,49,pakistan,familiar,264,89,auto%#,celular,0,1,0
6019,otro,53,alemania,gratis,219,92,0.13,web,6,0,0
6020,otro,48,india,estudiante,206,85,0.19,computador,0,1,0
6021,otro,56,alemania,gratis,260,21,0.06,computador,45,0,1
6022,femenino,57,alemania,pago,125,96,0.46,celular,0,1,1
6023,masculino,58,canada,gratis,83,80,0.05,celular,16,0,0
6024,femenino,38,india,estudiante,22,95,0.41,computador,0,1,1
6025,otro,18,india,pago,274,64,0.51,web,0,1,0
6026,otro,30,australia,pago,158,52,0.54,celular,0,1,0
6027,masculino,38,estados unidos,estudiante,28,51,0.09,web,0,1,0
6028,otro,16,india,gratis,124,51,0.34,computador,16,0,0
6029,otro,49,india,estudiante,166,69,0.14,computador,0,1,0
6030,femenino,32,pakistan,estudiante,154,70,0.57,celular,0,1,0
6031,otro,27,reino unido,pago,23,42,0.39,web,0,1,0
6032,masculino,17,australia,pago,239,42,0.01,computador,0,1,0
6033,masculino,54,estados unidos,pago,133,47,0.08,computador,0,0,0
6034,femenino,25,francia,estudiante,77,20,0.15,computador,0,1,0
6035,masculino,30,francia,estudiante,75,42,0.28,celular,0,1,1
6036,otro,53,estados unidos,estudiante,113,59,0.35,computador,0,1,0
6038,masculino,59,india,pago,141,99,0.07,celular,0,1,0
6039,masculino,20,india,gratis,114,44,0.47,celular,16,0,0
6040,masculino,16,estados unidos,gratis,154,40,0.34,web,47,0,0
6041,femenino,21,reino unido,pago,49,46,0.16,computador,0,1,0
6042,otro,59,pakistan,gratis,203,11,0.21,celular,45,0,1
6043,otro,59,estados unidos,pago,179,26,0.3,web,0,1,0
6044,masculino,59,pakistan,familiar,126,21,0.05,web,0,1,1
6045,masculino,31,reino unido,gratis,237,50,0.54,celular,11,0,0
6046,femenino,23,pakistan,pago,99,74,0.26,celular,0,1,0
6047,masculino,56,estados unidos,gratis,205,64,0.47,web,9,0,0
6048,femenino,52,pakistan,estudiante,297,63,0.1,celular,0,1,0
6049,otro,44,reino unido,familiar,154,96,0.32,computador,0,1,0
6050,masculino,29,estados unidos,familiar,121,8,0.12,computador,0,1,0
6051,otro,44,francia,pago,48,50,0.51,computador,0,1,0
6052,femenino,21,india,pago,136,20,0.55,web,0,1,1
6053,otro,43,alemania,pago,257,62,0.51,web,0,1,0
6054,otro,34,canada,pago,256,46,auto%#,celular,0,1,0
6055,otro,18,india,pago,132,38,0.35,web,0,1,0
6056,otro,35,francia,pago,154,17,0.45,web,0,1,0
6057,masculino,58,reino unido,gratis,154,78,0.15,celular,44,0,0
6058,femenino,38,francia,gratis,80,77,0.52,computador,26,0,0
6059,otro,47,alemania,gratis,26,42,0.35,celular,30,0,1
6060,masculino,38,canada,gratis,17,94,0.52,computador,45,0,0
6061,otro,19,canada,pago,149,55,0.43,celular,0,1,0
6062,otro,28,australia,pago,247,13,0.18,computador,0,1,0
6063,femenino,25,reino unido,pago,12,40,0.06,celular,0,1,0
6064,masculino,26,canada,gratis,244,73,0.32,celular,45,0,1
6065,otro,39,estados unidos,estudiante,41,92,0.44,web,0,1,0
6066,femenino,32,canada,estudiante,32,90,0.53,computador,0,1,0
6067,otro,18,canada,pago,263,73,0.45,computador,0,1,0
6068,otro,50,alemania,gratis,85,7,auto%#,celular,49,0,1
6069,otro,29,australia,pago,88,50,0.3,computador,0,1,1
6070,femenino,54,alemania,pago,154,67,0.27,celular,0,1,0
6071,otro,51,pakistan,pago,151,86,0.34,computador,0,1,1
6072,otro,40,reino unido,gratis,58,78,0.21,computador,42,0,0
6073,masculino,48,francia,gratis,128,5,0.29,celular,47,0,0
6074,otro,37,australia,gratis,75,13,0.18,computador,36,0,0
6075,otro,40,canada,familiar,80,46,0.34,computador,0,1,0
6076,masculino,23,canada,pago,298,23,0.29,computador,0,1,0
6077,otro,37,india,pago,101,26,0.25,web,0,1,0
6078,otro,20,reino unido,pago,281,37,0.41,celular,0,1,0
6079,otro,43,reino unido,pago,154,19,0.32,celular,0,1,1
6080,otro,27,estados unidos,estudiante,50,89,0.02,web,0,1,0
6081,otro,24,australia,pago,287,70,0.37,celular,0,1,0
6082,otro,36,estados unidos,familiar,248,92,0.39,computador,0,1,0
6084,femenino,31,india,gratis,88,91,0.48,web,9,0,0
6085,otro,46,francia,estudiante,70,98,0.21,web,0,1,1
6086,femenino,40,india,estudiante,265,31,0.54,web,0,1,0
6087,masculino,57,estados unidos,estudiante,188,92,0.1,celular,0,1,0
6088,otro,59,estados unidos,gratis,15,42,0.49,computador,6,0,1
6089,masculino,42,estados unidos,gratis,199,44,0.19,celular,44,0,0
6091,masculino,53,francia,pago,266,4,0.17,computador,0,1,0
6092,masculino,59,india,pago,37,39,0.15,web,0,1,0
6093,otro,41,australia,estudiante,69,77,0.1,computador,0,1,1
6094,otro,31,francia,gratis,290,51,0.38,celular,33,0,1
6095,masculino,41,australia,estudiante,25,52,0.33,celular,0,1,0
6096,masculino,23,pakistan,estudiante,37,59,0.28,computador,0,1,0
6097,femenino,54,canada,familiar,180,74,0.2,web,0,1,0
6098,masculino,26,canada,familiar,154,61,0.14,celular,0,1,1
6099,otro,48,australia,familiar,91,85,0.02,web,0,1,0
6100,masculino,49,estados unidos,gratis,211,56,0.03,web,0,0,1
6101,otro,22,australia,gratis,139,65,0.57,computador,11,0,1
6102,otro,33,alemania,gratis,42,50,0.53,celular,48,0,0
6103,femenino,18,australia,estudiante,200,31,0.49,computador,0,1,0
6104,femenino,57,pakistan,pago,261,5,0.52,computador,0,1,0
6105,otro,46,reino unido,pago,65,88,0.43,celular,0,1,0
6106,femenino,34,alemania,estudiante,103,15,0.39,computador,0,1,1
6107,femenino,38,canada,gratis,105,28,0.45,computador,40,0,0
6109,masculino,21,australia,pago,33,30,0.58,celular,0,1,0
6110,otro,16,estados unidos,gratis,239,36,0.17,web,13,1,0
6111,masculino,54,alemania,pago,179,85,0.13,web,0,1,1
6112,otro,28,canada,gratis,123,71,0.43,web,31,0,0
6113,masculino,30,pakistan,gratis,287,60,0.15,web,36,0,1
6114,otro,16,india,estudiante,255,63,0.07,web,0,1,0
6115,femenino,23,australia,estudiante,230,3,0.41,celular,0,1,1
6116,otro,56,alemania,gratis,40,29,0.37,computador,44,0,1
6117,masculino,55,canada,familiar,130,81,0.31,web,0,1,0
6118,femenino,23,francia,estudiante,175,87,0.02,computador,0,1,0
6119,masculino,38,francia,estudiante,10,23,0.57,computador,0,1,0
6120,masculino,17,india,estudiante,294,97,0.18,web,0,1,0
6121,masculino,42,canada,familiar,132,50,0.44,celular,0,1,0
6122,masculino,19,pakistan,gratis,251,96,0.11,computador,40,0,0
6123,masculino,40,alemania,estudiante,168,64,0.19,web,0,1,0
6124,femenino,22,francia,gratis,283,33,0.51,computador,18,0,1
6125,masculino,56,reino unido,familiar,194,57,0.41,computador,0,1,0
6126,femenino,18,reino unido,pago,263,39,0.35,celular,0,1,0
6127,otro,17,reino unido,familiar,184,20,0.47,computador,0,1,0
6128,femenino,38,canada,gratis,111,94,0.29,computador,20,0,0
6129,masculino,38,estados unidos,gratis,154,78,0.06,computador,39,0,0
6130,masculino,34,alemania,estudiante,204,11,0.03,celular,0,1,0
6131,otro,18,alemania,estudiante,284,71,0.05,web,0,1,1
6132,masculino,41,australia,gratis,201,47,0.04,web,49,0,0
6133,femenino,26,alemania,estudiante,67,7,0.34,web,0,1,0
6134,otro,34,alemania,pago,293,33,0.35,computador,0,1,0
6135,femenino,22,india,pago,98,37,0.39,computador,0,1,0
6136,otro,49,canada,familiar,154,71,0.19,computador,0,1,0
6137,otro,30,india,pago,229,27,0.09,web,0,1,1
6138,otro,40,reino unido,estudiante,67,41,0.53,celular,0,1,0
6139,masculino,46,estados unidos,familiar,53,76,0.39,web,0,1,0
6140,femenino,37,pakistan,pago,169,37,0.38,computador,0,1,1
6141,otro,34,canada,estudiante,55,79,0.24,computador,0,1,1
6142,femenino,22,francia,estudiante,298,5,0.31,web,0,1,0
6143,femenino,36,canada,estudiante,127,17,0.1,computador,0,1,0
6144,femenino,35,estados unidos,pago,208,55,0.29,celular,0,1,0
6145,otro,55,reino unido,estudiante,103,50,0.55,computador,0,1,0
6146,masculino,45,india,estudiante,133,54,0.3,celular,0,1,0
6147,femenino,32,estados unidos,familiar,284,39,0.44,celular,0,1,1
6148,otro,43,canada,familiar,156,89,0.59,web,0,1,1
6149,otro,52,india,gratis,273,15,0.09,web,20,0,0
6150,masculino,17,australia,gratis,48,10,0.24,computador,22,0,0
6151,femenino,50,estados unidos,pago,75,73,0.39,celular,0,1,1
6152,otro,21,india,estudiante,187,88,0.3,computador,0,1,0
6154,masculino,48,canada,familiar,40,69,0.38,web,0,1,1
6155,masculino,28,canada,familiar,123,73,0.59,celular,0,1,0
6156,otro,26,reino unido,familiar,247,49,0.46,computador,0,1,0
6157,femenino,36,australia,pago,174,42,0.34,computador,0,1,0
6158,masculino,52,canada,gratis,112,84,0.48,celular,23,0,0
6159,masculino,37,estados unidos,pago,25,1,0.28,celular,0,1,0
6161,otro,20,india,pago,183,30,0.3,web,0,1,0
6162,masculino,53,canada,gratis,127,86,0.44,computador,0,0,0
6163,masculino,21,pakistan,estudiante,289,93,0.39,computador,0,1,1
6164,otro,52,alemania,gratis,262,84,0.36,web,40,0,1
6165,masculino,54,alemania,gratis,192,77,0.45,web,38,0,0
6166,otro,49,india,estudiante,22,50,0.58,web,0,1,1
6167,masculino,33,india,pago,195,33,0.0,celular,0,1,0
6168,masculino,47,canada,estudiante,238,3,0.15,computador,0,1,0
6169,femenino,58,estados unidos,estudiante,36,86,0.34,computador,0,1,0
6170,masculino,43,estados unidos,gratis,255,61,0.09,computador,49,0,0
6171,otro,40,canada,gratis,219,98,0.34,celular,27,0,0
6172,otro,42,estados unidos,pago,81,68,0.23,web,0,1,1
6174,femenino,49,pakistan,familiar,263,43,0.52,computador,0,1,0
6175,femenino,40,reino unido,estudiante,73,15,0.04,computador,0,1,0
6176,otro,17,canada,estudiante,249,72,0.22,celular,0,1,1
6177,masculino,16,australia,pago,182,52,0.45,computador,0,1,0
6178,otro,48,estados unidos,estudiante,193,74,0.46,computador,0,1,0
6179,masculino,39,australia,estudiante,179,93,0.15,celular,0,1,0
6180,otro,38,pakistan,pago,40,51,0.29,computador,0,1,0
6181,femenino,50,australia,estudiante,82,45,0.15,web,0,1,0
6182,femenino,38,alemania,pago,278,86,0.55,computador,0,1,1
6183,masculino,23,francia,estudiante,197,71,0.11,computador,0,1,1
6184,femenino,21,reino unido,pago,153,41,0.41,computador,0,1,1
6185,otro,33,francia,gratis,127,33,0.09,web,48,0,0
6186,masculino,32,pakistan,pago,154,96,0.47,web,0,1,1
6187,femenino,46,francia,estudiante,164,92,0.34,celular,0,1,0
6188,otro,34,alemania,pago,113,92,0.34,celular,0,1,1
6189,otro,16,india,familiar,72,62,0.32,celular,0,1,0
6190,otro,31,australia,gratis,154,83,0.04,celular,33,0,0
6191,otro,38,alemania,pago,135,12,0.04,web,0,1,0
6192,masculino,54,reino unido,familiar,189,20,0.09,celular,0,1,0
6193,masculino,30,francia,pago,57,24,0.31,computador,0,1,0
6194,otro,50,canada,estudiante,167,3,0.25,computador,0,1,0
6195,femenino,42,alemania,familiar,13,28,0.26,web,0,1,0
6196,masculino,38,estados unidos,pago,172,11,0.32,celular,0,1,0
6197,otro,25,estados unidos,gratis,296,69,0.52,celular,12,0,1
6198,masculino,42,estados unidos,estudiante,73,16,0.2,computador,0,1,0
6199,masculino,43,australia,pago,231,49,0.56,celular,0,1,0
6200,masculino,52,francia,pago,161,7,0.46,web,0,1,1
6201,masculino,38,pakistan,familiar,79,27,0.13,web,0,1,0
6202,otro,29,pakistan,estudiante,66,89,0.14,computador,0,1,0
6203,femenino,52,reino unido,estudiante,180,86,0.13,web,0,1,0
6204,femenino,45,india,estudiante,214,9,0.18,celular,0,1,0
6205,femenino,17,alemania,gratis,115,8,0.2,celular,42,0,0
6206,masculino,52,canada,estudiante,204,58,0.11,web,0,1,0
6207,femenino,53,india,familiar,32,54,0.29,computador,0,1,0
6208,femenino,49,australia,familiar,154,5,0.39,web,0,1,0
6209,masculino,50,francia,pago,269,52,0.17,web,8,0,0
6211,otro,48,india,estudiante,226,45,0.44,web,0,1,0
6212,femenino,24,australia,gratis,165,71,0.22,web,33,0,0
6213,masculino,44,pakistan,gratis,155,97,0.2,celular,34,0,0
6214,otro,38,canada,estudiante,161,66,0.52,web,0,1,1
6215,otro,30,reino unido,gratis,15,24,0.34,celular,38,0,0
6216,otro,19,alemania,gratis,288,1,0.19,computador,47,0,0
6217,masculino,24,reino unido,familiar,16,27,0.1,computador,0,1,1
6218,femenino,53,reino unido,pago,101,64,0.35,celular,20,0,0
6219,masculino,46,reino unido,pago,100,46,0.56,computador,0,1,0
6220,femenino,56,francia,familiar,50,5,0.58,web,0,1,0
6221,otro,50,canada,gratis,154,74,0.32,web,29,0,0
6222,femenino,40,estados unidos,familiar,49,1,0.47,web,0,1,1
6223,femenino,36,reino unido,estudiante,211,44,0.54,web,0,1,1
6224,otro,20,pakistan,pago,60,15,0.49,web,0,1,0
6225,otro,18,canada,pago,23,39,0.22,celular,0,1,1
6226,otro,20,australia,estudiante,140,48,0.45,web,0,1,0
6227,masculino,53,alemania,familiar,211,60,0.46,web,0,1,1
6228,otro,29,india,familiar,119,50,0.42,computador,0,1,0
